Kode Item,Nama Item,Satuan Standar,Jumlah_Bulan_Data,Jumlah_Bulan_Terjual,Total_Permintaan,Rata_Rata_Permintaan,Maksimum_Permintaan,Status_Kelayakan
TINEP01-K,TINTA EPSON 001 KUNING,BOX,33,1,3.0,0.09090909090909091,3.0,Data Terlalu Sedikit
TINEP01-M,TINTA EPSON 001 MAGENTA,BOX,33,1,3.0,0.09090909090909091,3.0,Data Terlalu Sedikit
TINEP03-B,TINTA EPSON 003 BIRU,BOX,33,1,7.0,0.21212121212121213,7.0,Data Terlalu Sedikit
TINEP03-H,TINTA EPSON 003 HITAM,BOX,33,1,7.0,0.21212121212121213,7.0,Data Terlalu Sedikit
TINEP03-K,TINTA EPSON 003 KUNING,BOX,33,1,7.0,0.21212121212121213,7.0,Data Terlalu Sedikit
TINEP03-M,TINTA EPSON 003 MAGENTA,BOX,33,1,7.0,0.21212121212121213,7.0,Data Terlalu Sedikit
TINEP120-B,TINTA EPSON L120 BIRU,BTL,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
TINEP120-H,TINTA EPSON L120 HITAM,BTL,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
TINEP120-K,TINTA EPSON L120 KUNING,BTL,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
TINEP120-M,TINTA EPSON L120 MERAH,BTL,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
TISU,TISSUE,PAK,33,1,130.0,3.9393939393939394,130.0,Data Terlalu Sedikit
TISUGT,Tissue Gulung Toilet,BUAH,35,1,150.0,4.285714285714286,150.0,Data Terlalu Sedikit
TISUGT,Tissue Gulung Toilet,PAK,34,1,50.0,1.4705882352941178,50.0,Data Terlalu Sedikit
TISUHT,Tissue Hand Towel,PAK,33,2,120.0,3.6363636363636362,100.0,Data Terlalu Sedikit
TISUJ250,TISSUE JOLLY 250 SHEET,PAK,33,1,50.0,1.5151515151515151,50.0,Data Terlalu Sedikit
TISUR250,Tissue Refil 250 Sheet,BUAH,33,1,150.0,4.545454545454546,150.0,Data Terlalu Sedikit
TISUS250,Tissue SEE U 250 Sheet,PAK,33,1,50.0,1.5151515151515151,50.0,Data Terlalu Sedikit
TMJ-001,TENSI METER JARUM MANUAL,UNIT,33,1,13.0,0.3939393939393939,13.0,Data Terlalu Sedikit
TMJG-M,TENSIMETER DIGITAL MICROLIFE,PCS,33,1,12.0,0.36363636363636365,12.0,Data Terlalu Sedikit
TNTSOB,Tinta Stempel Otomatis Biru,PCS,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
TNTSOM,Tinta Stempel Otomatis Merah,PCS,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
TNTSOU,Tinta Stempel Otomatis Ungu,PCS,33,1,3.0,0.09090909090909091,3.0,Data Terlalu Sedikit
TPTS240,TEMPAT SAMPAH 240L,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
TPTSI20,Tempat Sampah Injak 20 Liter,UNIT,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
TPTSI25,Tempat Sampah Injak 25 Liter,UNIT,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
TPTSR50,Tempat Sampah Roda 50 Liter,BUAH,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
TRIAMCT,Trifamycetin Oint,TUBE,33,1,400.0,12.121212121212121,400.0,Data Terlalu Sedikit
TRL,2 TROLY 2 SUSUN STAINLESS,UNIT,33,2,5.0,0.15151515151515152,4.0,Data Terlalu Sedikit
TRLC10-INJ,Trilac 10 Injeksi,BOX,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
TRMZ-TAB,Tremenza Tablet,TAB,33,1,3000.0,90.9090909090909,3000.0,Data Terlalu Sedikit
TRO0.5,TROLLY OKSIGEN 0.5 M3,UNIT,33,1,8.0,0.24242424242424243,8.0,Data Terlalu Sedikit
TROLI,TROLI KEBERSIHAN,UNIT,33,2,2.0,0.06060606060606061,1.0,Data Terlalu Sedikit
TROLKG,TROLLY EKG,UNIT,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
TS-02,T SILK 2/0 S25,BOX,33,1,3.0,0.09090909090909091,3.0,Data Terlalu Sedikit
"TV42""",TV 42 INC,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
UBG,URINE BAG,PCS,33,1,50.0,1.5151515151515151,50.0,Data Terlalu Sedikit
UFIX,Ultrafix Medical 10x5,BOX,33,2,210.0,6.363636363636363,200.0,Data Terlalu Sedikit
UFIX5,ULTRAFIX MEDICAL 5X5,BOX,33,4,86.0,2.606060606060606,51.0,Layak Diprediksi
UMB,UMBLICAL CORD KLEM BOX@50PCS,BOX,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
UP-001,UNDERPAD,PAK,33,1,52.0,1.5757575757575757,52.0,Data Terlalu Sedikit
URO400,Urotractine Tab,TAB,33,2,1380.0,41.81818181818182,1020.0,Data Terlalu Sedikit
URS-10T,URINE STRIP 10U,BTL,33,3,16.0,0.48484848484848486,6.0,Layak Diprediksi
USKAC250,URSODEOKSIKHOLIK ACID 250mg,BOX,33,1,50.0,1.5151515151515151,50.0,Data Terlalu Sedikit
VALS,160 VALSARTAN 160MG,BOX,35,1,50.0,1.4285714285714286,50.0,Data Terlalu Sedikit
VALS,80 VALSARTAN 80MG,BOX,35,1,1.0,0.02857142857142857,1.0,Data Terlalu Sedikit
VALS,80 VALSARTAN 80MG,TAB,35,1,300.0,8.571428571428571,300.0,Data Terlalu Sedikit
VCMC,60 VACUM CUP 60 MM,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
VECCAP,VECTRINE 300 MG,BOX,33,1,6.0,0.18181818181818182,6.0,Data Terlalu Sedikit
"VEN-NEB2,5","VENTOLIN NEBULES 2,5MG",BOX,35,1,2.0,0.05714285714285714,2.0,Data Terlalu Sedikit
"VEN-NEB2,5","VENTOLIN NEBULES 2,5MG",VIAL,34,1,30.0,0.8823529411764706,30.0,Data Terlalu Sedikit
VES,Vesperum Tab,BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
VETO,5 VETO DISINFECTANT DRIGENT 5 LITER,GR,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
VGEN-10,GENSET VGEN 10 KVA,SET,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
VIEWER,POLY VIEWER POLY 069 DOUBLE (20 WATT SLIM) 069,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
VIT,B 12 Vitamin B 12 50mcg Tab (AFI),BOX,35,2,246.0,7.0285714285714285,198.0,Data Terlalu Sedikit
VIT,B Com Vitamin B Complex,BTL,35,1,1.0,0.02857142857142857,1.0,Data Terlalu Sedikit
VIT,B Comx Vitamin B Complex (HOLI),BOX,36,1,5.0,0.1388888888888889,5.0,Data Terlalu Sedikit
VIT,B Comxn Vitamin B Complex (NOVA),BOX,35,1,33.0,0.9428571428571428,33.0,Data Terlalu Sedikit
VITZMP,Vitazym Plus,BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
VMTFT10,VOMETA FT 10MG,BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
VOSETAB,VOSEA TAB,TAB,33,1,200.0,6.0606060606060606,200.0,Data Terlalu Sedikit
WATO,20 MINDRAY MESIN ANESTESI WATO 20,UNIT,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
WCD,WEAPER KACA DRAGON,PCS,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
WIDAL,"GLORY TESTDIAGNOSTICS WIDAL SET 8 ( O,H,AO,BO,CO,AH,BH,CH)",PAK,33,1,4.0,0.12121212121212122,4.0,Data Terlalu Sedikit
WIDAL-02,"FORTRESS Widal Test (S. typhi H, O, S. para typhi A(H), B(H), A(O), B(O), C(H), dan C(O), with control positif and negatif",SET,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
WTRFI50,WATER FOR INJECTION 50ML INJ,VIAL,33,1,100.0,3.0303030303030303,100.0,Data Terlalu Sedikit
YK-8000B,PATIEN MONITOR YONKER 8000B,UNIT,33,2,10.0,0.30303030303030304,7.0,Data Terlalu Sedikit
YMD4K-M96,TV Stick 4K HD Smart Android 13 Ram 2GB Rom 16GB,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
YTK-OBGYN,SARUNG TANGAN OBGYN STERIL YUTAKA,PAIRS,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
YUWELL,YT1 TERMOMETER HEAD YUWELL YT 1,UNIT,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
YX-930D,SUCTION DEWASA,UNIT,33,1,3.0,0.09090909090909091,3.0,Data Terlalu Sedikit
ZINCS60-BERNO,Zinc Sulfate 60ml Syr - Berno,BOX,33,1,50.0,1.5151515151515151,50.0,Data Terlalu Sedikit
ZINCTAB,Zinc Tab Holi,TAB,33,1,500.0,15.151515151515152,500.0,Data Terlalu Sedikit
ZINK60ML,ZINC SYRUP MEPRO,BTL,33,1,50.0,1.5151515151515151,50.0,Data Terlalu Sedikit
ZLV4,Ziloven 4mg Tab,TAB,33,1,500.0,15.151515151515152,500.0,Data Terlalu Sedikit
ZT-120,TIMBANGAN BADAN DAN PENGUKUR TINGGI,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
